dataset,trial,seed,time_train,time_test,energy_train,energy_test,accuracy,precision,recall,fpr,f1_score,auc,accuracy@5FPR,precision@5FPR,recall@5FPR,fpr@5FPR,f1_score@5FPR,fpr_ratio_age,fpr_ratio_income,fpr_ratio_employment
Variant IV,1,79954,60.75919556617737,1.6735804080963135,5398.357,151.295,0.9780901387003873,0.05279187817258883,0.058823529411764705,0.011710317128273785,0.05564472980203317,0.5235566061417455,0.9780901387003873,0.05279187817258883,0.058823529411764705,0.011710317128273785,0.05564472980203317,0.9672472048657372,0.9988233505515354,0.9976883819865225
Variant V,1,79954,60.28815937042236,1.5623316764831543,5389.654,133.318,0.8958422986527194,0.028633623576691226,0.2579185520361991,0.09707974228098067,0.05154483798040693,0.5804194048776092,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,2,567130,62.99224638938904,1.3307514190673828,5644.235,125.394,0.9859080732253391,0.0,0.0,5.441961480807191e-05,0,0.49997279019259594,0.9859080732253391,0.0,0.0,5.441961480807191e-05,0,0.8887444015261025,0.5772517378106058,0.9014766635385992
Variant I,2,567130,63.34366822242737,1.9117608070373535,5707.69,170.464,0.8215940685820204,0.03285551889538914,0.41174426685198057,0.17257039954089406,0.060855051996405195,0.6195869336555433,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,2,567130,64.01237726211548,1.3363473415374756,5795.474,120.034,0.925369494171016,0.045314787701317714,0.21507991660875608,0.06451724615597729,0.07485790301124683,0.5752813352263894,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,2,567130,60.124191761016846,1.5684840679168701,5447.05,144.091,0.8594086199476977,0.029018192752969477,0.3638763197586727,0.13509329763199732,0.05374996518784638,0.6143915110633377,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,2,567130,55.76796507835388,1.6995291709899902,5067.782,153.687,0.8519605084577444,0.0255521498753903,0.33634992458521873,0.14231863442389758,0.047496073054498024,0.5970156450806606,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,2,567130,60.12312626838684,1.5748732089996338,5477.666,145.345,0.9757729484590685,0.054767862107311646,0.07428355957767722,0.01422475106685633,0.06305008801408225,0.5300294042554105,0.9757729484590685,0.054767862107311646,0.07428355957767722,0.01422475106685633,0.06305008801408225,0.9918377570549748,0.9848599420316761,0.9894939808411455
Base,3,500891,62.0322790145874,1.3087222576141357,5664.768,118.231,0.9103023740189551,0.04478487996713036,0.26511466296038916,0.08051134648968748,0.0766256590509666,0.5923016582353507,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,3,500891,58.863839626312256,1.31404447555542,5362.784,117.104,0.8951758450807278,0.04310683424980361,0.3050729673384295,0.09642213998773079,0.0755398778284436,0.6043254136753493,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,3,500891,60.283321380615234,1.356429100036621,5495.537,127.572,0.8680942393053998,0.040852777988903244,0.37352328005559415,0.12486395028990957,0.07365031515483694,0.6243296648828423,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,3,500891,59.72257089614868,1.5958130359649658,5439.146,145.696,0.9889478301168526,0.14814814814814814,0.0015082956259426848,9.622625721696929e-05,0.0029861888764464353,0.5007060346843628,0.9889478301168526,0.14814814814814814,0.0015082956259426848,9.622625721696929e-05,0.0029861888764464353,0.7860971822939102,0.9842386358550521,0.5963700010027622
Variant IV,3,500891,60.47723889350891,1.6977026462554932,5529.025,155.281,0.9175121652487669,0.03352226720647773,0.2341628959276018,0.07490586561793992,0.05864853378665534,0.5796285151548309,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,3,500891,60.39048218727112,1.5728650093078613,5513.278,145.407,0.6438354463901487,0.020430688572841096,0.6700603318250377,0.35645552673416453,0.03965234466523112,0.6568024025454365,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,4,55399,57.81199502944946,1.3370437622070312,5293.751,127.68,0.8466423752871797,0.03536569495054659,0.3776928422515636,0.1466806508585931,0.06467543285535789,0.6155060956964852,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,4,55399,62.89596915245056,1.3223457336425781,5764.705,118.168,0.8623042778401053,0.03676497460073822,0.34954829742876997,0.13039498941285893,0.06653219139578717,0.6095766540079556,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,4,55399,64.27067732810974,1.3421144485473633,5894.563,119.098,0.9386956733817863,0.05013927576601671,0.18763029881862406,0.050610492153642175,0.07913247362250879,0.5685099033324909,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,4,55399,60.25005269050598,1.5845510959625244,5534.981,146.414,0.9889809328345858,0.07692307692307693,0.0003770739064856712,5.0205003765375284e-05,0.00075046904315197,0.5001634344513601,0.9889809328345858,0.07692307692307693,0.0003770739064856712,5.0205003765375284e-05,0.00075046904315197,0.7295443315384624,0.25354331162552074,0.26830691255161854
Variant IV,4,55399,61.38597083091736,1.6713519096374512,5622.088,155.113,0.885745969744116,0.030862341177355087,0.30957767722473606,0.10786126683959502,0.05612907636562522,0.6008582051925704,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,4,55399,61.11471629142761,1.5595290660858154,5603.474,146.392,0.9763563838591148,0.04024024024024024,0.05052790346907994,0.01337126600284495,0.044801069876295556,0.5185783187331175,0.9763563838591148,0.04024024024024024,0.05052790346907994,0.01337126600284495,0.044801069876295556,0.9874048908942352,0.9124968207507113,0.9803255987211132
Base,5,135049,60.61388444900513,1.3444457054138184,5553.041,117.539,0.8986639741282175,0.04619909731730818,0.3165392633773454,0.09304764684638332,0.08063017214674514,0.611745808265481,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,5,135049,62.939038038253784,1.9079525470733643,5758.351,173.816,0.9431100921906248,0.053471586865914404,0.18276580958999306,0.04606395820552906,0.08273692489186,0.568350925692232,0.9431100921906248,0.053471586865914404,0.18276580958999306,0.04606395820552906,0.08273692489186,0.9609799082976687,0.9563730521585583,0.9902695864892507
